subset_settings,BytedTsinghua-SIA/DAPO-Qwen-32B,Qwen/QwQ-32B,open-thoughts/OpenThinker-7B,openai/gpt-oss-20b-high,openai/gpt-oss-20b-low,openai/gpt-oss-20b-medium,Consistency Rate
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2')",0.35,0.41,0.38,0.47,0.4,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.41,0.38,0.47,0.4,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.4,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.4,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'original')",0.35,0.41,0.38,0.47,0.4,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.4,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1')",0.35,0.41,0.38,0.47,0.41,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.41,0.38,0.47,0.41,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.41,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.41,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.41,0.38,0.47,0.41,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.41,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2')",0.35,0.41,0.38,0.47,0.38,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.35,0.41,0.38,0.47,0.38,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.38,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.38,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.35,0.41,0.38,0.47,0.38,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.38,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.49,0.22,0.14500000000000002
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'original')",0.3499999999999999,0.41,0.38000000000000006,0.47,0.49,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'original', 'Empty Thought')",0.35,0.41,0.38,0.47,0.49,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'original', 'Ensembled Thought V1')",0.35,0.41,0.38,0.47,0.49,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.49,0.22,0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'original', 'original')",0.35,0.41,0.38,0.47,0.49,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.49,0.35,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.38,0.47,0.49,0.35,0.225
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.3499999999999999,0.38999999999999996,0.38000000000000006,0.0,0.4000000000000001,0.35,0.295
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1')",0.3499999999999999,0.38999999999999996,0.36333333333333334,0.0,0.41,0.0,0.3025
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.39499999999999996,0.355,0.0,0.42,0.44,0.238
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.33,0.0,0.45,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.33,0.0,0.45,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.45,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'original')",0.35,0.41,0.33,0.0,0.45,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.45,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.39799999999999996,0.35,0.41,0.4175,0.43,0.2733333333333334
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought')",0.3499999999999999,0.41,0.33,0.41,0.445,0.44,0.21666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.33,0.41,0.45,0.44,0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.33,0.41,0.45,0.43,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.45,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.35,0.41,0.33,0.41,0.45,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.45,0.35,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.3499999999999999,0.41,0.33,0.41,0.44,0.43,0.24666666666666667
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.35,0.41,0.33,0.41,0.44,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.35,0.41,0.33,0.41,0.44,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.44,0.22,0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.35,0.41,0.33,0.41,0.44,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.44,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.35,0.41,0.33,0.41,0.4,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.41,0.33,0.41,0.4,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.41,0.33,0.41,0.4,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.4,0.22,0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.35,0.41,0.33,0.41,0.4,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.4,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.35,0.41,0.33,0.41,0.41,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.41,0.33,0.41,0.41,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.41,0.33,0.41,0.41,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.41,0.22,0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.41,0.33,0.41,0.41,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.41,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.35,0.41,0.33,0.41,0.38,0.0,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.35,0.41,0.33,0.41,0.38,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.35,0.41,0.33,0.41,0.38,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.38,0.22,0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.35,0.41,0.33,0.41,0.38,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.38,0.35,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.44,0.22,0.16999999999999998
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original')",0.3499999999999999,0.41,0.33,0.41,0.46499999999999997,0.48,0.22333333333333336
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.35,0.41,0.33,0.41,0.49,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.35,0.41,0.33,0.41,0.49,0.43,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.49,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original')",0.35,0.41,0.33,0.41,0.49,0.48,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.49,0.35,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.41,0.44,0.35,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2')",0.35,0.41,0.33,0.0,0.4,0.0,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought')",0.35,0.41,0.33,0.0,0.4,0.44,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.35,0.41,0.33,0.0,0.4,0.43,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.4,0.22,0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original')",0.35,0.41,0.33,0.0,0.4,0.48,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.4,0.35,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')",0.35,0.41,0.33,0.0,0.41,0.0,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.35,0.41,0.33,0.0,0.41,0.44,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.35,0.41,0.33,0.0,0.41,0.43,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.41,0.22,0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.41,0.33,0.0,0.41,0.48,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.41,0.35,0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2')",0.35,0.41,0.33,0.0,0.38,0.0,0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.35,0.41,0.33,0.0,0.38,0.44,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.35,0.41,0.33,0.0,0.38,0.43,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.38,0.22,0.18
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original')",0.35,0.41,0.33,0.0,0.38,0.48,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.0,0.38,0.35,0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.3499999999999999,0.38999999999999996,0.36333333333333334,0.0,0.41,0.22,0.185
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original')",0.35,0.39799999999999996,0.35,0.47,0.43,0.48,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought')",0.3499999999999999,0.41,0.33,0.47,0.47,0.44,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Empty Thought')",0.35,0.41,0.33,0.47,0.45,0.44,0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.35,0.41,0.33,0.47,0.45,0.43,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.35,0.41,0.33,0.47,0.45,0.22,0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'original')",0.35,0.41,0.33,0.47,0.45,0.48,0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.35,0.41,0.33,0.47,0.45,0.35,0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1')",0.3499999999999999,0.41,0.33,0.47,0.46499999999999997,0.43,0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought V2', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.35,0.41,0.33,0.47,0.44,0.44,0.21
