subset_settings,Consistency Rate
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'Ensembled Thought V1')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'original')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.26
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.175
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original')",0.21333333333333335
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'Ensembled Thought V1')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'original')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'original', 'qwen_qwq-32bComplete Thought Transfer')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.265
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1')",0.28
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.18
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.27
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'original')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.2025
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought')",0.21333333333333335
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'Ensembled Thought V1')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Empty Thought', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V1', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1')",0.25
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'Empty Thought')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'Ensembled Thought V1')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.17
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V1', 'qwen_qwq-32bComplete Thought Transfer')",0.24
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'Ensembled Thought V1')",0.23
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.15
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'original')",0.21
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'Ensembled Thought Without Answer V2', 'qwen_qwq-32bComplete Thought Transfer')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.16
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'original')",0.21333333333333335
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'Empty Thought')",0.2
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'Ensembled Thought V1')",0.22
"('qwen_qwq-32bComplete Thought Transfer', 'Ensembled Thought Without Answer V1', 'Ensembled Thought Without Answer V1', 'original', 'original', 'open-thoughts_openthinker-7bComplete Thought Transfer')",0.14
